x,y,topo,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,dep_top_1,dep_top_2,dep_top_3,dep_top_4,dep_top_5,dep_top_6,dep_top_7,dep_top_8,dep_top_9,dep_top_10,dep_top_11,dep_top_12,dep_bot_1,dep_bot_2,dep_bot_3,dep_bot_4,dep_bot_5,dep_bot_6,dep_bot_7,dep_bot_8,dep_bot_9,dep_bot_10,dep_bot_11,dep_bot_12
108952.6,452975.2,-1.84,14.31,33.5,61.17,82.55,91.66,89.76,80.74,68.5,55.88,44.53,35.19,28.19,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108953.2,452976,-1.87,13.85,38.24,65.96,85.3,92.41,89.24,79.66,67.32,54.81,43.67,34.53,27.39,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108953.7,452976.8,-1.87,14.09,37.4,65.38,85.03,92.31,89.2,79.64,67.29,54.79,43.64,34.48,27.31,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954,452977.6,-1.85,14.01,34.11,62.63,84.15,92.99,90.7,81.35,68.86,56.06,44.6,35.16,28.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954.2,452978,-1.86,13.97,36.15,64.69,85.38,93.33,90.44,80.81,68.26,55.52,44.14,34.8,27.62,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108953.6,452977.4,-1.86,14.08,34.96,63.82,85.05,93.28,90.48,80.87,68.3,55.54,44.14,34.79,27.71,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108953.9,452978.2,-1.88,13.79,39.44,68.33,87.56,93.88,89.91,79.77,67.11,54.48,43.28,34.12,26.96,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954,452978.2,-1.88,13.74,36.95,66.62,87.13,94.32,90.74,80.68,67.93,55.13,43.76,34.44,27.41,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954.1,452978.4,-1.88,13.76,39.36,68.81,88.26,94.51,90.37,80.07,67.28,54.55,43.29,34.06,26.89,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954.1,452978.2,-1.87,13.76,37.76,67.45,87.86,94.89,91.12,80.91,68.04,55.15,43.73,34.36,27.14,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954.2,452978.1,-1.86,13.73,36.6,66.28,87.51,95.26,91.88,81.75,68.81,55.77,44.19,34.69,27.41,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108953.4,453015,-5.7,87.35,91.11,92.22,88.12,80.03,69.8,58.97,48.66,39.54,31.89,25.59,20.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108954.3,453014.8,-5.6,86.7,91.98,92.49,87.61,79.11,68.78,58,47.81,38.85,31.38,25.28,19.14,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108955.2,453014.8,-5.72,91.18,95.89,94.69,88.66,79.63,69.06,58.19,47.97,39.03,31.63,25.8,21.18,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108956,453015.4,-5.68,96.61,98.93,95.77,89.08,79.99,69.46,58.63,48.43,39.5,32.17,26.77,24.96,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108956.1,453016.4,-5.71,99.74,98.29,93.68,87.3,78.83,68.79,58.27,48.28,39.47,32.26,27.25,27.76,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108956.2,453017.3,-5.75,95.64,89.33,85.3,80.61,73.55,64.61,54.98,45.71,37.47,30.7,25.97,26.64,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108956.8,453018.1,-5.75,80.99,74.15,72.77,70.55,65.4,57.98,49.56,41.27,33.81,27.55,22.72,18.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108957.7,453018.4,-5.71,65.27,62.6,64,63.07,58.84,52.26,44.67,37.15,30.32,24.45,19.29,13.1,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108958.5,453018.9,-5.82,54.51,56.44,59.12,58.64,54.73,48.52,41.36,34.27,27.81,22.11,16.69,9.89,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108959.4,453019.4,-5.7,53.57,56.75,59.11,58.1,53.77,47.34,40.12,33.05,26.63,20.92,15.49,9.54,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108960.3,453019.9,-5.74,56.26,59.6,61.37,59.65,54.69,47.77,40.2,32.92,26.37,20.59,15.36,10.59,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108961.2,453020.4,-5.72,59.36,62.94,64.04,61.4,55.61,48.1,40.17,32.7,26.08,20.35,15.43,11.73,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108961.9,453021.1,-5.76,63.74,66.49,66.86,63.43,56.9,48.81,40.48,32.77,26.04,20.36,15.72,12.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108962.6,453021.7,-5.81,65.71,68.45,68.59,64.55,57.41,48.88,40.32,32.52,25.81,20.26,15.89,13.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108963.5,453022.3,-5.74,61.94,66.48,67.78,64.2,57.16,48.6,40.01,32.23,25.59,20.18,15.99,13.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108964.3,453022.9,-5.8,60.13,65.93,67.67,64.14,56.99,48.32,39.68,31.9,25.34,20.06,15.98,12.76,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108965.1,453023.5,-5.76,65.39,69.89,70.39,65.85,57.96,48.81,39.89,31.98,25.4,20.16,16.15,12.95,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108965.9,453024,-5.74,70.38,73.91,73.44,67.95,59.33,49.67,40.45,32.38,25.74,20.5,16.56,14.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108966.7,453024.6,-5.73,69.98,74.02,73.63,67.99,59.21,49.47,40.24,32.22,25.65,20.5,16.67,14.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108967.5,453025.3,-5.74,69.49,73.89,73.34,67.53,58.67,48.96,39.8,31.89,25.44,20.4,16.65,13.91,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108968.2,453026,-5.77,73.7,76.46,74.6,67.97,58.7,48.84,39.66,31.8,25.41,20.43,16.72,14.22,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108968.9,453026.6,-5.73,74.99,77.62,76.17,69.71,60.36,50.25,40.8,32.68,26.09,20.94,17.05,14.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108969.7,453027.2,-5.73,71.56,75.29,73.82,67.58,58.62,48.93,39.85,32.03,25.68,20.68,16.78,14.68,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108970.5,453027.9,-5.65,59.25,68.48,72.43,70.82,63.93,54.3,44.33,35.42,28.08,22.35,17.96,13.91,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108971.4,453028.3,-5.7,65.81,70.43,70.87,66.31,58.3,49.02,40.08,32.3,25.97,21.01,17.06,14.87,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108972.3,453028.7,-5.74,64.31,67.96,68.76,64.89,57.48,48.6,39.91,32.29,26.05,21.17,17.46,15.18,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108973.1,453029.2,-5.73,63.83,66.16,66.25,62.23,55.03,46.61,38.44,31.28,25.42,20.83,17.46,15.46,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108974,453029.7,-5.69,62.89,63.9,63.27,58.7,51.62,43.74,36.24,29.72,24.38,20.21,17.2,15.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108974.8,453030.2,-5.82,58.4,60.29,58.99,54.29,47.66,40.51,33.78,27.94,23.14,19.39,16.7,15.47,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108975.7,453030.8,-5.8,53.71,55.84,55.01,51.03,45.13,38.61,32.39,26.94,22.42,18.87,16.23,14.54,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108976.5,453031.3,-5.85,48.71,51.84,51.91,48.79,43.57,37.53,31.63,26.38,22.01,18.52,15.85,13.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108977.3,453031.9,-5.83,46.06,48.83,49.1,46.42,41.7,36.14,30.63,25.68,21.52,18.16,15.53,13.45,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108978.2,453032.4,-5.82,42.68,45.65,46.41,44.3,40.13,35.02,29.84,25.13,21.12,17.87,15.26,13.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108979,453032.9,-5.66,39.54,42.72,43.9,42.3,38.61,33.89,29.02,24.53,20.68,17.52,14.98,12.51,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108979.9,453033.5,-5.74,39.88,42.36,43.14,41.41,37.79,33.23,28.53,24.18,20.43,17.36,14.92,12.79,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108980.7,453034.1,-5.73,41.39,43.17,43.49,41.52,37.82,33.26,28.58,24.24,20.49,17.42,15.05,13.48,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108981.5,453034.6,-5.78,41.11,42.85,42.89,40.8,37.15,32.72,28.18,23.96,20.28,17.26,14.99,13.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108982.3,453035.2,-5.68,37.02,40.55,42.04,41.17,38.22,34.01,29.39,24.95,21.01,17.7,15.12,13.47,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108983.1,453035.8,-5.63,37.37,39.78,41.62,41.07,38.41,34.36,29.78,25.3,21.28,17.84,15.03,13.38,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108983.9,453036.5,-5.54,36.69,38.57,40.61,41.41,39.8,36.24,31.65,26.89,22.5,18.72,15.52,12.79,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108984.7,453037.1,-5.51,35.22,39.68,41.26,41.85,40.31,36.82,32.21,27.37,22.88,18.98,15.68,12.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108985.5,453037.6,-5.59,42.48,43.73,44.02,42.68,39.62,35.35,30.58,25.91,21.71,18.12,15.04,12.98,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108986.4,453038,-5.54,45.22,45.22,45.85,44.64,41.57,37.15,32.12,27.15,22.68,18.87,15.72,13.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108987.2,453038.6,-5.55,44.91,46.01,46.53,45.04,41.69,37.09,32,27.04,22.6,18.85,15.83,13.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108988.1,453039,-5.53,46.32,47.37,47.77,46.23,42.76,37.99,32.71,27.58,23.02,19.17,16.1,13.95,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108989,453039.6,-5.53,46.82,47.96,48.21,46.54,42.95,38.08,32.74,27.58,23,19.17,16.1,13.75,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108989.8,453040.1,-5.54,46.45,47.82,48.21,46.67,43.12,38.22,32.81,27.61,23.02,19.19,16.11,13.62,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108990.7,453040.6,-5.59,47.89,48.94,48.67,46.31,42.13,36.95,31.57,26.56,22.23,18.64,15.76,14.5,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108991.5,453041.1,-5.56,46.31,47.25,48.18,46.94,43.34,38.22,32.66,27.4,22.84,19.07,16.08,13.97,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108992.4,453041.6,-5.62,45.01,46.9,47.65,45.9,41.84,36.59,31.15,26.15,21.87,18.37,15.59,13.4,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108993.3,453042,-5.73,46.61,47.96,47.33,44.19,39.44,34.13,28.99,24.43,20.58,17.45,14.9,13.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108994.1,453042.6,-5.68,48.24,49.19,49.11,46.27,41.4,35.74,30.22,25.31,21.2,17.88,15.23,12.94,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108995,453043.1,-5.69,50.24,51.34,50.6,47.08,41.77,35.87,30.24,25.31,21.21,17.92,15.33,13.4,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108995.8,453043.6,-5.71,50.47,52.05,51.25,47.54,42.05,36.04,30.36,25.4,21.3,18.02,15.48,13.79,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108996.5,453044.3,-5.71,51.79,53.1,51.71,47.52,41.79,35.72,30.06,25.17,21.14,17.93,15.47,13.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108997.4,453044.8,-5.65,51.87,53.27,52.31,48.33,42.57,36.36,30.55,25.53,21.39,18.11,15.57,13.56,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108998.2,453045.3,-5.72,52.07,53.3,52.09,47.92,42.13,35.98,30.25,25.31,21.25,18.03,15.52,13.49,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108999,453046,-5.69,54.16,54.8,54.13,50.13,44.17,37.68,31.59,26.32,22,18.58,15.95,13.87,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108999.9,453046.4,-5.74,55.7,56.64,53.94,48.76,42.47,36.14,30.39,25.48,21.46,18.26,15.83,15.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109000.6,453047.1,-5.7,49.95,53.92,52.89,48.66,42.81,36.61,30.84,25.85,21.73,18.45,15.89,14.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109001.4,453047.8,-5.63,42.38,48.57,50.87,48.59,43.63,37.66,31.79,26.6,22.27,18.8,16.08,13.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109002.3,453048.1,-5.64,41.08,46.1,47.9,45.87,41.42,35.98,30.59,25.76,21.7,18.41,15.78,13.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109003,453048.7,-5.63,40.39,44.31,45.74,43.97,39.94,34.92,29.87,25.3,21.41,18.24,15.68,13.4,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109003.9,453049.2,-5.69,43.88,45.64,45.23,42.42,38.1,33.25,28.54,24.33,20.76,17.82,15.48,14.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109004.6,453049.9,-5.63,46.54,46.18,46.15,43.8,39.63,34.69,29.76,25.31,21.53,18.41,15.92,14.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109005.3,453050.6,-5.55,46.37,47.1,46.7,44.95,41.12,36.17,31.05,26.35,22.32,19.01,16.35,14.3,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109006.2,453051,-5.64,47.61,47.46,45.88,42.66,38.27,33.45,28.78,24.61,21.06,18.14,15.75,14.38,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109007.1,453051.4,-5.63,45.26,45.65,44.6,41.78,37.71,33.12,28.6,24.51,21.02,18.13,15.78,13.7,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109008,453051.7,-5.69,43.05,43.76,42.49,39.61,35.75,31.51,27.36,23.61,20.4,17.74,15.55,13.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109009,453052,-5.79,43.96,43.67,41.62,38.48,34.66,30.58,26.65,23.12,20.08,17.57,15.54,13.88,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109009.9,453052.4,-5.66,45.38,43.36,40.67,37.41,33.68,29.8,26.09,22.74,19.86,17.49,15.62,14.47,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109010.7,453053,-5.76,42.8,40.19,37.88,35.17,31.96,28.52,25.17,22.11,19.46,17.26,15.57,14.59,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109011.4,453053.6,-5.62,38.12,35.96,34.49,32.48,29.85,26.92,23.98,21.26,18.86,16.87,15.35,14.39,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109012.2,453054.3,-5.73,34.29,32.56,31.81,30.45,28.36,25.84,23.22,20.73,18.52,16.65,15.2,14.37,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109013,453055,-5.76,28.22,28.11,28.58,28.02,26.53,24.5,22.25,20.05,18.04,16.31,14.93,14.3,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109013.6,453055.7,-5.76,22.46,24.52,25.71,25.69,24.68,23.05,21.15,19.22,17.41,15.81,14.46,13.54,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109014.4,453056.3,-5.71,15.49,20.47,23.15,24.34,24.16,23,21.3,19.44,17.62,15.97,14.49,13.06,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109015.2,453056.8,-5.65,13.99,17.26,21.2,23.23,23.67,22.87,21.36,19.57,17.77,16.09,14.56,12.91,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109016.1,453057.4,-5.67,15.12,18.43,21.69,23.27,23.38,22.44,20.91,19.16,17.43,15.82,14.31,12.68,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109016.9,453057.9,-5.69,16.7,19.97,22.69,23.82,23.59,22.44,20.82,19.05,17.32,15.74,14.26,12.74,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
