x,y,topo,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,dep_top_1,dep_top_2,dep_top_3,dep_top_4,dep_top_5,dep_top_6,dep_top_7,dep_top_8,dep_top_9,dep_top_10,dep_top_11,dep_top_12,dep_bot_1,dep_bot_2,dep_bot_3,dep_bot_4,dep_bot_5,dep_bot_6,dep_bot_7,dep_bot_8,dep_bot_9,dep_bot_10,dep_bot_11,dep_bot_12
109151.9,453103.6,-1.87,168.3,146.1,162.9,175.4,182.7,183.9,179.1,169.3,156,142.4,138.3,215.7,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.6,453103.4,-1.92,126.2,115.5,131.9,145.4,153.6,155.7,151.9,143.3,131.2,118.6,112.6,122.6,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109153.5,453103.4,-1.96,81.68,91.74,108.6,121.9,129.9,132.1,128.7,120.6,109,96.09,83.34,66.21,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109154,453103.7,-1.96,57.99,72.03,88.02,101.6,110.4,113.5,111,103.7,92.6,78.89,61.58,38.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109153.8,453104.3,-1.92,40.2,57.77,72.77,87.16,97.21,101.7,100.5,94.13,83.66,70.17,53.19,26.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109151.2,453102.8,-1.87,22.41,36.56,52.66,66.3,75.7,80.02,79.09,73.21,63.17,50.19,35.47,20.62,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109151.6,453103.7,-1.86,21.92,33.53,48.93,62.52,71.9,76.27,75.48,69.78,59.95,47.28,33.21,20.08,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.4,453104.3,-1.87,22.22,33.32,48.08,60.84,69.42,73.22,72.11,66.29,56.52,44.18,30.77,17.51,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.9,453105.2,-1.84,33.33,37.99,50.44,62.07,70.06,73.71,72.77,67.14,57.46,45.23,32.37,18.74,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109153.5,453105.9,-1.82,47.3,52.04,60.68,69.56,75.6,78.08,76.55,70.54,60.47,47.9,35.23,26.53,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109154.2,453105.5,-1.87,64.72,68.97,74.45,78.86,81.34,81.44,78.23,70.9,59.88,46.98,34.85,30.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109153.4,453105.8,-1.83,66.15,70.41,75.33,78.43,80.37,80.95,78.95,72.65,61.98,48.9,35.78,26.32,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.6,453106.4,-1.85,66.07,73.08,77.36,78.53,79.38,79.89,78.39,72.41,61.68,48.45,34.7,20.46,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109151.9,453107,-1.95,76.41,80.49,80.04,80.29,81.28,82.1,79.37,71.1,58.66,45.35,31.34,19.8,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109151.2,453107.8,-2.17,78.58,79.4,80.17,83.74,85.42,83.2,75.14,64.18,51.98,38.83,26.82,19.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109150.6,453108.6,-2.34,75.4,81.68,85.83,89.04,88.04,81.41,71.21,60.3,48.3,35.87,26.13,18.98,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109149.9,453109.3,-2.5,80.92,89.68,92.68,93.4,87.64,78.25,68.78,58.5,46.64,34.85,25.67,19.49,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109149.3,453110.1,-2.69,91.65,98.18,97.63,90.77,81.68,74.38,66.88,56.65,44.03,32.91,25.39,20.72,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109148.8,453111,-2.94,99.25,94.11,86.29,81.1,77.64,72.49,62.97,49.52,38.7,30.93,25.21,19.89,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109148.3,453111.8,-3.19,86.9,82.56,83.55,82.09,78.88,66.53,51.98,42.32,35.36,29.7,23.9,19.17,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109147.8,453112.7,-3.47,91.95,88.56,91.31,82.41,65.15,52.96,45.87,39.87,34.05,28.18,22.68,17.7,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109147.3,453113.6,-3.74,105.2,89.61,74.69,60.98,54.83,49.93,44.8,38.94,32.66,26.86,21.51,20.14,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109146.8,453114.4,-3.92,79.58,62.99,58.59,56.56,53.4,49.48,44.34,38.15,31.73,25.66,21.56,16.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109146.4,453115.3,-4.06,58.65,57.92,58.48,56.91,54.67,50.7,44.68,37.8,30.88,24.95,19.16,10.05,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109145.9,453116.2,-4.17,60.2,63.49,62.94,62.15,60.12,54.45,47.17,39.22,31.6,24.62,17.02,8.88,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109145.4,453117.1,-4.26,68.46,69.42,69.86,71.97,67.24,60.02,51.25,42.01,33.23,25.01,17.08,12.72,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109144.9,453117.9,-4.32,74.75,70.39,83.35,80.75,74.89,66.31,55.99,45.27,35.2,26.23,19.28,16.75,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109144.3,453118.8,-4.44,104.2,91.7,90.92,87.18,79.91,69.68,57.82,46,35.36,26.73,21.29,20.48,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109143.9,453119.6,-4.56,96.36,97.17,95.22,90.12,81.18,69.32,56.49,44.43,34.29,26.91,23,21.88,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109143.5,453120.6,-4.65,96.39,96.86,96.35,91.71,82.17,69.53,56.25,44.22,34.58,27.91,24.18,21.73,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109143.1,453121.5,-4.72,93.15,95.36,96.57,92.16,82.22,69.2,55.86,44.14,35.03,28.78,24.94,22.03,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.7,453122.4,-4.78,90.45,95.17,97.3,92.89,82.62,69.35,56.07,44.66,35.9,29.82,25.9,24.22,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.5,453123.4,-4.83,89.59,95.19,97.58,93.22,82.71,69.33,56.22,45.11,36.6,30.62,26.82,25.95,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.4,453124.4,-4.88,87.85,92.45,95.1,90.84,80.36,67.35,54.83,44.32,36.29,30.58,26.97,25.5,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.5,453125.4,-4.92,83.2,87.58,91.36,87.39,77.24,64.82,53,43.13,35.56,30.13,26.51,23.85,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.6,453126.4,-4.96,76.38,84.26,88.47,84.13,74.06,62.17,51.03,41.77,34.65,29.48,25.8,22.41,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109142.9,453127.3,-4.98,73.54,82.8,87.08,82.64,72.66,61.05,50.23,41.24,34.29,29.16,25.37,21.8,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109143.3,453128.2,-4.99,73.8,81.85,86.04,81.63,71.83,60.48,49.9,41.09,34.22,29.09,25.28,22.23,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109143.8,453129.1,-5.03,72.4,81.71,83.6,77.8,67.97,57.28,47.53,39.43,33.1,28.32,24.8,22.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109144.4,453129.9,-5.04,69.67,77.59,79.65,74.6,65.62,55.67,46.46,38.74,32.63,27.99,24.62,22.32,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109145.1,453130.6,-5.04,65.95,73.16,74.62,69.97,61.91,52.94,44.57,37.47,31.77,27.41,24.28,22.64,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109146,453131.1,-5.03,59.67,66.57,68.54,65.1,58.34,50.46,42.89,36.32,30.97,26.8,23.8,22.4,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109146.9,453131.4,-5,52.13,59.72,62.8,60.84,55.38,48.46,41.54,35.38,30.26,26.2,23.14,21.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109147.9,453131.4,-4.96,45.99,53.28,57.36,56.78,52.59,46.58,40.26,34.47,29.56,25.6,22.44,20.12,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109148.9,453131.2,-4.94,41.67,48.09,52.04,52.06,48.8,43.73,38.16,32.93,28.42,24.7,21.6,18.72,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109149.8,453130.8,-4.9,35.99,42.75,47.31,48.35,46.12,41.88,36.91,32.07,27.8,24.24,21.27,18.09,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109150.6,453130.3,-4.86,32.16,38.4,43.66,45.64,44.36,40.86,36.36,31.8,27.67,24.18,21.36,18.7,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109151.4,453129.6,-4.77,31.91,34.59,39.86,43.14,43.16,40.55,36.54,32.16,28.05,24.49,21.64,19.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.1,453128.9,-4.7,32.85,33.73,37.11,40.46,41.27,39.42,35.94,31.89,27.95,24.45,21.52,19.72,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109152.7,453128.1,-4.64,37.11,34.43,36.1,38.33,39.12,37.68,34.65,30.96,27.32,24.02,21.11,18.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109153.4,453127.4,-4.6,45.25,37.66,37.18,37.76,37.6,35.94,33.07,29.69,26.36,23.34,20.62,17.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109154,453126.6,-4.55,61.97,42.07,39.46,38.3,37.04,34.96,32.07,28.84,25.73,22.96,20.46,17.87,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109154.6,453125.8,-4.45,56.43,45.47,43.93,40.53,37.89,35.23,32.18,28.91,25.8,23.14,20.81,18.64,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109155.1,453124.9,-4.35,71.44,53.9,45.83,42.4,38.5,35.09,31.8,28.5,25.42,22.85,20.93,18.84,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109155.7,453124.1,-4.24,58.38,50.47,51.86,45,40.17,35.65,31.76,28.24,25.09,22.49,20.72,19.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109156.2,453123.2,-4.13,56.77,56.07,50.1,47.45,41.2,35.91,31.36,27.57,24.35,21.71,19.82,19.33,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109156.7,453122.4,-4.02,67.05,52.84,50.25,45.09,40.6,34.93,30.06,26.09,22.94,20.38,18.49,17.58,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109157.2,453121.5,-3.92,46.74,44.68,47.4,44.28,38.97,33.84,28.75,24.58,21.44,19.05,17.12,16.17,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109157.6,453120.6,-3.76,42.16,42.26,42.06,41.48,38.86,34.41,28.96,24.3,20.58,18.07,16.25,14.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109158.1,453119.7,-3.54,45.06,41.98,40.7,39.44,37.94,35.34,31.05,25.78,21.44,17.88,15.84,14.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109158.5,453118.8,-3.33,50.81,46.32,43.54,39.84,37.22,34.74,31.71,27.51,22.76,18.59,15.23,13.94,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109159,453118,-3.09,56.34,51.58,48.59,44.37,40.01,35.57,31.94,28.42,24.26,19.93,16.04,12.73,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109159.5,453117.1,-2.85,62.33,59.28,55.51,50.41,45.37,39.85,34.39,29.5,25.8,21.69,17.28,13.87,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109160,453116.2,-2.63,69.68,66.26,62.02,57.43,51.53,44.88,38.39,32.05,26.95,22.82,18.89,14.37,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109160.4,453115.3,-2.46,76.37,73.79,68.74,63.25,57.16,50.1,42.94,35.74,28.84,23.28,19.65,16.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109160.7,453114.3,-2.27,73.61,76.22,75.59,70.37,63.47,56.01,48.33,40.45,32.69,25.11,19.43,17.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109161,453113.4,-2,67.53,70.92,73.1,74.46,73.23,66.86,58.25,49.06,39.87,31.08,22.94,16.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109161.2,453112.4,-1.83,67.1,70.21,71.7,73.94,74.33,71.68,64.83,55.44,45.45,35.75,26.92,17.89,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109161.4,453111.4,-1.82,65.64,69.29,72.18,73.83,73.69,70.35,63.43,54.22,44.36,34.86,26.25,18.17,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109161.5,453110.5,-1.85,63.83,70.21,72.64,73.56,72.75,68.07,60.58,51.37,41.8,32.79,24.82,18,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109161.8,453109.5,-1.92,69.11,74.59,71.86,74.97,71.51,65.73,57.68,48.45,39.21,30.78,23.66,18.55,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109162,453108.5,-2,78.44,66.05,75.76,72.94,68.92,62.46,54.14,45.14,36.46,28.79,22.74,20.1,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109162.3,453107.6,-2.11,85.83,72.55,69.82,67.78,63.33,56.56,48.51,40.23,32.53,25.99,21.34,18.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109162.6,453106.6,-2.18,70.68,66.88,66.78,64.79,60,53.13,45.3,37.48,30.37,24.48,20.15,17.06,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109163,453105.7,-2.22,63,63.47,64.62,62.99,58.31,51.54,43.85,36.24,29.38,23.67,19.23,15.41,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109163.4,453104.8,-2.22,57.42,60.11,62.53,61.77,57.59,51.06,43.49,35.96,29.14,23.39,18.75,14.64,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109163.9,453103.9,-2.23,52.19,56.55,60.49,60.79,57.2,50.94,43.47,35.97,29.13,23.32,18.54,14.45,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109164.3,453103,-2.24,46.13,52.42,58.33,59.96,57.06,51.09,43.71,36.19,29.3,23.39,18.49,14.46,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109164.8,453102.1,-2.23,40.96,50.07,57.6,59.95,57.3,51.35,43.92,36.36,29.42,23.44,18.46,14.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109165.2,453101.2,-2.22,39.48,49.47,57.91,60.81,58.31,52.29,44.7,36.96,29.87,23.72,18.56,14.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109165.8,453100.4,-2.22,43.95,53.47,61.38,63.73,60.64,54.04,45.98,37.89,30.53,24.16,18.75,14.02,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109166.5,453099.7,-2.22,52.84,61.65,68.07,68.73,64.17,56.47,47.65,39.07,31.39,24.79,19.17,14.32,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109167.2,453099,-2.22,60.68,68.85,74.41,74,68.34,59.67,50.07,40.91,32.83,25.94,20.05,15.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109168,453098.4,-2.21,63.44,72.09,77.91,77.29,71.13,61.89,51.81,42.28,33.96,26.9,20.79,15.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109168.9,453098,-2.22,66.81,76.26,81.91,80.59,73.65,63.78,53.24,43.45,35,27.92,21.73,15.06,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109169.9,453097.7,-2.21,74.5,83.55,88.67,86.52,78.58,67.77,56.46,46.09,37.27,30.03,23.88,17.62,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109170.8,453097.3,-2.21,84.28,93.75,97.88,94.02,84.43,72.31,60.06,49.06,39.9,32.61,26.79,22.21,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109171.6,453096.8,-2.26,90.67,101,105.3,100.7,90,76.85,63.76,52.14,42.64,35.37,30.08,26.42,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109172.4,453096.2,-2.24,95.68,107.8,111.6,105.8,94.01,80.07,66.41,54.44,44.84,37.84,33.39,30.95,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109173.1,453095.5,-2.24,107.4,118.6,120.8,113.4,100.3,85.27,70.75,58.11,48.1,41.18,37.62,39.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
109173.8,453094.7,-2.14,115.5,116.3,123.5,120.6,108.9,93.44,77.56,63.09,51.4,43.06,39.16,39.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
